ID,Date,Time,Location,Operator,Flight,Route,Type,Registration,CN_IN,Aboard,Fatalities,Ground,Survivors,SurvivalRate,Summary,ClustID
376,2/16/1998,20:09,"TAIPEI, TAIWAN",CHINA AIRLINES (TAIWAN),676,DENPASAR - TAIPEI,AIRBUS A300-622R,B-1814,578,196,196,7,0,0,"The aircraft was attempting to land at Taipei's international airport in rain and fog when the crew requested a go-around. The plane crashed into a residential neighborhood, ripping the roofs off several structures, skidding into a rice paddy and bursting in flames. DFDR data showed complete autopilot disengagement just after landing clearance. This was  followed by an attempted manually flown go-around with falling airspeed and a pitch-up of 40 degrees followed by a gain of 1,000 feet in altitude, total stall and a dive resulting in impact with the ground.",High Fatality
377,3/22/1998,19:42,"BACOLOD, PHILIPPINES",PHILIPPINE AIR LINES,137,MANILA - BACOLOD,AIRBUS A.320-214,RP-C3222,708,127,0,3,127,1,"The aircraft overran the 6,888 ft. runway, went through a concrete perimeter fence, crossed a small river and hit a karaoke house before stopping near a market. The plane was (legally) released from Manila with the No. 1 reverser deactivated. The plane landed mid-runway and the crew incorrectly used the No. 2 reverser to try and stop the plane causing it to veer to the right. The No. 2 engine was then to set to forward thrust steering the plane back on the runway.  A go-around was attempted but it was too late and the aircraft overran the runway.",Low Fatality
378,5/5/1998,21:30,"ANDOAS, PERU",FUERZA AÃ‰REA DEL PERU,Not Available,IQUITOS - ANDOAS,BOEING B-737-282,FAP-351,23041/962,88,75,0,13,0.148,"The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident.",High Fatality
379,8/29/1998,13:03,"QUITO, ECUADOR",CUBANA DE AVIACION,389,QUITO - GUAYAQUIL - HAVANA,TUPOLEV TU-154M,CU-T1264,720,91,70,10,21,0.231,"The aircraft crashed and burned during takeoff from Quito. The crew tried and failed twice to take off. On the third attempt, the plane struggled to gain altitude, rising a few feet, but settled back to earth plowing past the end of the runway and crashing into an auto body shop and coming to rest in a soccer field. The accident was caused by the late decision of the crew to abort the takeoff.",High Fatality
380,9/2/1998,21:30,"OFF PEGGY'S COVE, NOVA SCOTIA, CANADA",SWISSAIR,111,NEW YORK CITY - GENEVA,MCDONNELL DOUGLAS MD-11,HB-IWF,48448/465,229,229,0,0,0,"The aircraft was on a flight from JFK Airport, New York to Geneva, Switzerland when the crew reported smoke in the cockpit and requested an emergency landing at Halifax. The plane began dumping fuel and preparing for an emergency landing when it disappeared from radar and crashed into the AtlantiOcean southwest of Halifax. A fire in the entertainment system wiring started in a hidden area above the cockpit ceiling when arcing ignited the cover material made of thermal insulation blankets. This set off an in-flight fire that spread and increased in intensity until it led to the loss of the aircraft.. It was determined that  aircraft certification standards for material flammability at the time of the accident were inadequate. Dr. Jonathan Mann, researcher in the fight against AIDS killed in the crash.",High Fatality
381,12/11/1998,19:10,"NEAR SURAT THANI, THAILAND",THAI AIRWAYS,261,BANGKOK - SURAT THANI,AIRBUS A-310-204,HS-TIA,415,146,102,0,44,0.301,"The plane crashed 2 miles southwest of Surat Thani Airport. The accident occurred in poor visibility and heavy rain. After a third landing attempt, the plane could not gain altitude and crashed into a paddy field. First reports suggest the aircraft stalled and pancaked into the ground tail first. Spatial disorientation when the nose pitched up sharply during a nighttime approach in stormy weather.",High Fatality
382,6/1/1999,23:50,"LITTLE ROCK, ARKANSAS",AMERICAN AIRLINES,1420,DALLAS-FORT WORTH - LITTLE ROCK,MCDONNELL DOUGLAS MD-82,N215AA,49163/1111,145,11,0,134,0.924,"The plane was on a flight from Dallas/Fort Worth, Texas to Little Rock, Arkansas. While attempting to land at Little Rock Airport, the flight encountered heavy thunderstorms, rain and strong winds. The aircraft landed fast and hard, skidded off the end of the runway and struck a landing light tower, breaking into three parts and bursting into flames. Crew's decision to continue the approach despite severe thunderstorms in the area and crosswinds that  exceeded American Airlines' guidelines. The crew did not arm the automatispoiler system before landing or manually deploy the spoilers after touchdown. Fatigue, the crew had been awake for nearly 16 hours.",Low Fatality
383,7/23/1999,11:25,"TOKYO, JAPAN",ALL NIPPON AIRWAYS,61,"TOKYO, JAPAN - CHITOSE, JAPAN",BOEING B-747,Not Available,Not Available,517,1,0,516,0.998,"Two minutes after taking off from Haneda Airport, a man carrying a knife forced a flight attendant to take him in the cockpit of the plane.  A fan of computer flight-simulation games, he stated he just wanted to fly a real plane.  After forcing the co-pilot out of the cockpit he ordered the captain to fly to a U.S. Air Force base in western Tokyo. When he refused, he stabbed the captain and seized the controls. After a sudden drop in altitude, the co-pilot and an off duty crew member entered the cockpit and overpowered the hijacker.  A one point the plane plunged to within 984 feet of the ground. The plane ultimately  landed safely but the captain died of his injuries.",Low Fatality
384,8/24/1999,12:36,"HUALIAN, TAIWAN",UNI AIR,873,TAIPEI - HUALIAN,MCDONNELL DOUGLAS MD-90-30,B-17912,53536/2160,96,1,0,95,0.99,"A fire in the front portion of the cabin, in the overhead luggage compartment, caused thick black smoke to accumulate in the cabin.  Accidental ignition of gas taken aboard in 2 bleach and softner bottles, stored in a overhead locker.",Low Fatality
385,8/31/1999,20:55,"BUENOS AIRES, ARGENTINA","LAPA, LINEAS AEREAS PRIVADAS ARGENTINAS",3142,BUENOS AIRES - CORDOBA,BOEING B-737-204C,LV-WRZ,20389/251,103,64,10,39,0.379,"While attempting to take off from Jorge Newberry airport, the crew aborted takeoff, overran the runway, skidded across a service road and crashed into several cars and into a golf course, bursting into flames.  The crew had the wrong flap selection for takeoff.",High Fatality
386,10/31/1999,6:52,"OFF NANTUCKET ISLAND, MASSACHUSETTS",EGYPTAIR,990,NEW YORK CITY - CAIRO,BOEING B-767-366ER,SU-GAP,24542/282,217,217,0,0,0,"The plane took off from JFK at 1:19 a.m. bound for Cairo, Egypt. Thirty-three minutes later, after attaining an altitude of 33,000 feet, it was observed on radar in an extremely rapid descent. The aircraft was observed in a 66 degree dive at 483 knots. The descent continued to 16,700 feet after which the aircraft climbed to 24,000 ft.   After that, the plane began a second dive and broke up at around 10,000 ft. crashing into the AtlantiOcean, 60 miles southeast of Nantucket Island.  The aircraft was named Thutmosis III. The accident was caused by the relief first officer's flight control inputs which caused the airplane's departure from normal cruise flight and subsequent impact with the AtlantiOcean. The reason for the first officer's actions were not determined by the NTSB. One could conclude the actions were deliberate in an attempt to commit suicide.",High Fatality
387,12/10/1999,Not Available,"KUWAIT CITY, KUWAIT",MILITARY - U.S. AIR FORCE,Not Available,NOT AVAILABLE,LOCKHEED C-130H,63-7854,3924,94,3,0,91,0.968,"Crashed  2,900 ft. short of the runway causing extensive damage. The pilot was unable to get the aircraft airborne following the impact. Weather was below minima. Crew failed to monitor their instruments, became spatially disoriented and failed to arrest a high rate of descent. Pilot was inexperienced.",Low Fatality
388,12/21/1999,9:40,"GUATEMALA CITY, GUATEMALA",CUBANA DE AVIACON,261,HAVANA - GUATEMALA CITY,MCDONNELL DOUGLAS DC-10-30,F-GTDI,46890/77,314,16,2,298,0.949,"While attempting to land at La Aurora International Airport, the aircraft overshot the runway, rolled down an embankment and crashed into houses in the La Libertad section of the city. Witnesses say the plane was unable to stop after it began its landing too far down the runway. The crew failed to initiate a go-around after overshooting on a wet runway with insufficient deceleration to make a safe stop. Leased from AOM.",Low Fatality
389,12/24/1999,Not Available,"AMRITSAR, INDIA / KANDAHAR, AFGHANISTAN",INDIAN AIRLINES,814,KATHMANDU - NEW DELHI,AIRBUS A300B2-101,VT-EDW,36,189,1,0,188,0.995,"The plane was hijacked and subsequently flown to Amritsar, India, Lahore, Pakistan, al-Minhar Air Base, Dubai and Kandahar, Afghanistan. The hijacking lasted 7 days. One crewmember was killed.",Low Fatality
390,1/30/2000,21:08,"OFF ABIDJAN, IVORY COAST",KENYA AIRWAYS,431,ABIDJAN - LAGOS,AIRBUSA310-304,5Y-BEN,426,179,169,0,10,0.056,"The aircraft crashed into the AtlantiOcean three minutes after taking off from Felix Houphouet-Boigny Airport.  A few seconds after lifting off the ground the stall warning sounded and continued for about 20 seconds until it was manually turned off by the crew. Three seconds later the plane impacted the water. The pilot's response to an alarm that inaccurately indicated the plane had stalled. The pilot failed to complete established procedure for such an emergency. Takeoff conditions also contributed to the accident, which occurred at night, hampering the crew's ability to judge the plane's distance from the sea.",High Fatality
391,1/31/2000,16:21,"OFF POINT MUGU, CALIFORNIA",ALASKA AIRLINES,261,PUERTO VALLARTA - SAN FRANCISCO,MCDONNELL DOUGLAS MD-83,N963AS,53077/1995,88,88,0,0,0,"The aircraft crashed into the PacifiOcean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophieffects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed.",High Fatality
392,3/5/2000,18:11,"BURBANK, CALILFORNIA",SOUTHWEST AIRLINES,1455,LAS VEGAS - BURBANK,BOEING B-737-3T5,N668SW,23060/1069,142,0,0,142,1,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver.",Low Fatality
393,4/19/2000,7:02,"SAMAL ISLAND, PHILIPPINES",AIR PHILIPPINES,541,MANILA - DAVAO,BOEING B-737-2H4,RP-C3010,21447/508,131,131,0,0,0,"The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.",High Fatality
394,5/25/2000,Not Available,"NEAR MANILA, PHILIPPINES",PHILIPPINE AIR LINES,812,DAVAO - MANILA,AIRBUS A.330-301,F-OHZN,Not Available,298,1,0,297,0.997,"A hijacker robbed passengers, jumped out of the plane with a homemade parachute and was killed in the jump.",Low Fatality
395,7/25/2000,16:44,"GONESSE, FRANCE",AIR FRANCE,4590,PARIS - NEW YORK CITY,AEROSPATIALE BAE CONCORDE 101,F-BTSC,203,109,109,4,0,0,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history.",High Fatality
396,8/23/2000,19:30,"OFF MANAMA, BAHRAIN",GULF AIR,72,CAIRO - MANAMA,AIRBUS A320-212,A4O-EK,481,143,143,0,0,0,"The aircraft crashed into the Persian Gulf and exploded in flames while attempting to land at Bahrain International Airport. The crew decided to perform a missed approach after it was determined the aircraft was coming in too high and fast. Instructions were given for a 180 degree turn and climb to 2,500 feet. While performing the missed approach the plane suddenly descended rapidly from an altitude of 1,000 feet and crashed into the shallow waters of the gulf approximately 1 mile from the airport. The accident was a result of a fatal combination of factors, including the captain's failure to comply with standard operating procedures and the copilot's actions in not drawing the captain's attention to the deviations of the aircraft from the standard flight parameters. The captain may have suffered a 'spatial disorientation' to ground warning systems, which could have made him falsely perceive the aircraft was pitching up. He responded by making a nose down input, resulting in the aircraft starting to descend, when aircraft warning systems were saying he should increase altitude.",High Fatality
397,10/25/2000,18:15,"NEAR BATUMI, REPUBLIOF GEORGIA",MILITARY - RUSSIAN AIR FORCE,Not Available,MOSCOW - BATUMI,ILYUSHIN IL-18D,RA-74295,187010602,86,86,0,0,0,"Communications were lost with the aircraft as it approached Mt. Tirina at 4,250 feet, preparing to land at Batumi. The aircraft was seen rapidly descending into mountainous terrain. A large explosion followed as the plane crashed somewhere between the towns of  Batumi and Kabuleti in heavy rain. Navigation error made by the crew in the final stage of the landing approach. Error by the Batumi ATC who failed to locate the plane and conform it to the crew. Erroneous data shown by ground radio-technical facilities at Batumi airport.",High Fatality
398,10/31/2000,23:17,"TAIPEI, TAIWAN",SINGAPORE AIRLINES,6,TAIPEI - LOS ANGELES,BOEING B-747-412,9V-SPK,28023/1099,179,83,0,96,0.536,"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked 'guard lights' used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmaat the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.",Low Fatality
399,11/20/2000,12:22,"MIAMI, FLORIDA",AMERICAN AIRLINES,Not Available,"MIAMI, FL - PORT AU PRINCE",AIRBUS A300-600R,N14056,463,114,1,0,113,0.991,"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.",Low Fatality
400,3/15/2001,Not Available,"MEDINA, SAUDI ARABIA",VNUKOVO AIRLINES,Not Available,"ISTANBUL, TURKY - MOSCOW, RUSSIA",TUPOLEV 154M,RA-85619,86A-738,174,3,0,171,0.983,"The plane was hijacked and flown to Medina, Saudi Arabia. The plane was stormed and three people killed.",Low Fatality
401,7/4/2001,2:08,"NEAR IRKUTSK, RUSSIA",VLADIVOSTOKAVIA,352,YEKATERINBURG - IRKUTSK - VLADIVOSTOK,TUPOLEV TU-154M,RA-85845,86A-735,145,145,0,0,0,"The plane crashed and exploded in flames in Siberian woodlands near the village of Burdakovka, about 21 miles from Irkutsk. The aircraft crashed during the third turn in a landing approach to Irkutsk, an intermediate stop for refueling. The first officer was flying the plane, when at 2,600 ft., an audible alarm sounded indicating a wide angle of attack. Eleven seconds later the aircraft swung around 180 degrees and entered a flat spin. The captain ordered the engines at full throttle but it was too late and 22 seconds later the plane hit the ground, belly first, broke up and burned.Â Incorrect actions of the crew. Due to poor communication between pilots, they put in the wrong parameters while landing causing the plane to descend at the wrong angle. As a result, the plane stalled and entered a spin and crashed.",High Fatality
402,8/24/2001,18:46,"TERCEIRA, AZORES",CANADIAN AIR TRANSAT,236,TORONTO - LISBON,AIRBUS A-330-243,C-GITS,271,304,0,0,304,1,"The crew reported that they had a loss of fuel and were going to have to divert to Lajes. Shortly thereafter, they said that they only had five minutes of fuel and probably would not reach Lajes. The Airbus 330, without engine power, glided for almost 20 minutes, descending from for more than 30,000 ft. before landing safely at Lajes Airport. Several tires blew out causing a fire which was quickly extinguished by emergency crews.  Eleven passengers were slightly injured. The leak was caused by a damaged fuel feed pipe that was caused by interference from the aft hydraulipump. Mechanics did not completely follow a Rolls-Royce service bulletin. In addition, software mistakenly identified the  fuel leak as a fuel imbalance, prompting the crew to respond erroneously to the situation. The official report stated the cause was the pilots responded incorrectly to the fuel leak.  The pilots acted from memory rather than utilizing a checklist, so they never saw a 'Caution' note in the Fuel Imbalance checklist that might have caused them to consider that the real problem was not an imbalance but a fuel leak.",Low Fatality
403,9/11/2001,8:47,"NEW YORK CITY, NEW YORK",AMERICAN AIRLINES,11,BOSTON - LOS ANGELES,BOEING 767-223ER,N334AA,22332/169,92,92,2750,0,0,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the north tower of the World Trade Center between the 94th and 99th floors at approximately 450 mph.  After 102 minutes, the building collapsed. It was one of four planes that were hijacked the same day.",High Fatality
404,10/4/2001,13:44,"110 MILES SW OF SOCHI, RUSSIA",SIBIR AIRLINES,1812,"TEL AVIV -  NOVOSIBIRSK, RUSSIA",TUPOLEV TU-154M,RA-85693,90A-866,78,78,0,0,0,"The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises.",High Fatality
405,10/8/2001,8:10,"MILAN, ITALY",SCANDINAVIAN AIRLINES (SAS) / PRIVATE,686 / -,MILAN - COPENHAGEN / MILAN - PARIS,MD-87 / CESSNA 525A CITATION II,SE-DMA / D-IEVX,53009/ 525A-0036,114,114,4,0,0,"The aircraft was taking off from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take off for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures. Communication between the aircraft and the tower had been 'in English and Italian,' as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility, control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood.",High Fatality
406,11/12/2001,9:16,"BELLE HARBOR, QUEENS, NEW YORK",AMERICAN AIRLINES,587,"NEW YORK CITY - SANTO DOMINGO, DOMINICAN REP.",AIRBUS A-300-605R,N14053,420,260,260,5,0,0,"Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistiand exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed.",High Fatality
407,1/28/2002,11:00,"NEAR IPIALES, COLOMBIA",TAME,120,QUITO -  TULCÃN - CALI,BOEING B-727-134,HC-BLF,19692/498,92,92,0,0,0,"The airliner crashed into the fogbound 15,721 ft. Nevado de Cumbal volcano, in the Andes mountains, near the Ecuador / Colombian border. Air trafficontrol lost contact with the plane as it circled into Colombian territory to maneuver around snow capped mountain peaks and return to the Ecuadorian border city of TulcÃ¡n.",High Fatality
408,2/12/2002,7:50,"NEAR KHORRAMABED, IRAN",IRAN AIR TOURS,956,TEHRAN - KHORRAMABED,TUPOLEV TU-154,EP-MBS,91A-871,117,117,0,0,0,Crashed against the side of a mountain in heavy fog in the Sefid Kouh mountain range while on approach to Khorramabad. The plane was totally destroyed and scattered in small pieces across the mountain. Pilot error.,High Fatality
409,4/15/2002,11:23,"BUSAN, SOUTH KOREA",AIR CHINA,129,BEIJING - BUSAN,BOEING B-767-200ER,B-2552,23308/127,166,128,0,38,0.229,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. Operational errors by the crew. Lack of pilot experience in landing in adverse weather conditions. First Air China fatal accident.",High Fatality
410,5/4/2002,13:30,"KANO, NIGERIA",EAS AIRLINES (EXECUTIVE AIRLINE SERVICES),4226,ABUJA - JOS - KANO - LAGOS,BAC ONE-ELEVEN 525FT,5N-ESF,266,77,74,75,3,0.039,"The aircraft crashed into houses, two mosques and a school in the densely populated neighborhood of Gwammaja, approximately  1.2 miles from Kano International Airport, shortly after taking off. There were reports of an engine failure and  fire during the takeoff.",High Fatality
411,5/7/2002,21:32,"OFF DALIAN, CHINA",CHINA NORTHERN AIRLINES,6136,BEIJING - DALIAN,MCDONNELL DOUGLAS MD-82,B-2138,49522/17023,112,112,0,0,0,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire in the cabin. He had bought multiple insurance policies before boarding the flight.",High Fatality
412,5/25/2002,15:29,"OFF PENGHU ISLAND, TAIWAN",CHINA AIRLINES (TAIWAN),611,TAIPEI - HONG KONG,BOEING B-747-209B,B-18255,21843/386,225,225,0,0,0,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure.",High Fatality
413,7/1/2002,23:36,"UBERLINGEN, GERMANY",BASHKIRIAN AIRLINES / DHL WORLDWIDE EXPRESS,2927 / 611,MOSCOW-MUNICH-BARCELONA / BAHRAIN/BRUSSELS,TUPOLEV TU-154M / BOEING B-757-23APF,RA85816/A9C-DHL,1006 / 24635/258,71,71,0,0,0,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air trafficontroller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air trafficontroller was telling the Tupolev's pilots to descend. The air trafficontroller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident.",High Fatality
414,8/19/2002,Not Available,"KHANKALA, CHECHNYA",MILITARY - RUSSIAN AIR FORCE,Not Available,NOT AVAILABLE,MIL MI-26,89RED,Not Available,147,121,0,26,0.177,"The Russian transport helicopter, carrying troops, crashed at Russian military headquarter near the capital city of Grozny. Reporting an engine fire, the pilot attempted to make an emergency landing when the helicopter fell from a height of 660 feet and missed the tarmaby 990 feet, crashed and caught fire.  The helicopter was shot down by Chechen guerillas with a shoulder-launched heat-seeking anti-aircraft missile. The missile destroyed the helicopter's right engine and starting a fire on board. The left engine stopped at the same time. The entire hydraulicontrol system, including the system used to open the rear door was not working, as burning fuel gushed into the cabin trapping people inside. This is the worst helicopter disaster in aviation history.",High Fatality
415,1/8/2003,20:28,"DIYARBAKIR, TURKEY",TURKISH AIRLINES (THY),634,ISTANBUL - ANKARA - DIYARBAKIR,BAE AVRO RJ-100,TC-THG,E-3241,80,75,0,5,0.062,The aircraft crashed and broke-up 130 feet short of the runway threshold while attempting to land in heavy fog.  Visibility was less than 200 feet.,High Fatality
416,2/19/2003,17:30,"NEAR SHAHDAD, IRAN",MILITARY - ISLAMIREVOLUTION'S GUARDS CORPS,Not Available,ZAHEDAN - KERMAN,ILYUSHIN IL-76MD,15-22,63471155,275,275,0,0,0,"The plane crashed into an 11,500 ft.  mountain in poor weather, about 20 miles from its destination of Kerman. Besides the 18 crew members, the victims included Iran's Revolutionary Guard.",High Fatality
417,3/6/2003,15:45,"TAMANRASSET, ALGERIA",AIR ALGERIE,6289,TAMANRASSET - ALGIERS,BOEING B-737-2T4,7T-VEZ,22700/885,103,102,0,1,0.01,"The starboard engine caught fire and failed while the plane was attempting to take off. The aircraft continued about 2,000 ft. past the end of the runway and crashed. The accident was caused by the loss of an engine during a critical phase of flight, the non-retraction of the landing gear after the engine failure, and the Captain, the pilot not flying, taking over control of the airplane before having clearly identified the problem.",High Fatality
418,5/8/2003,Not Available,"NEAR KINSHASA, CONGO",UKRAINIAN CARGO AIRLINES -  CONGOLESE ARMY CHARTER,Not Available,KINSHASA - LUBUMBASHI,ILLYUSHIN 76,UR-UCB,63467003,200,129,0,71,0.355,"A large number of military personnel and their family members were sucked out of the plane after the aircraft's back ramp accidentally dropped open in flight. The ramp opened as the pressure system broke down. The crew managed to control the plane and turn it around and land at Kinshasa airport following the accident, which took place 45 minutes into the flight. There is a wide discrepancy in the number killed ranging from 0 to 250.",High Fatality
419,5/26/2003,4:45,"NEAR MACKA, TURKEY",UKRANIAN-MEDITERRANEAN AIRLINES,4230,"KABUL, AFGHANISTAN - TRABZON, TURKEY - ZARAGOZA, SPAIN",YAKOVLEV 42D,UR-42352,2042181195,75,75,0,0,0,The plane struck the side of a steep mountain in heavy fog on its third attempt to land at Trabzon to refuel. The pilot reported not being able to see the runway on the first two attempts.  The aircraft charter was carrying Spanish peacekeeping forces back to Zaragoza.,High Fatality
420,7/8/2003,4:00,"PORT SUDAN, SUDAN",SUDAN AIRWAYS,139,PORT SUDAN - KHARTOUM,BOEING 737-2J8C,ST-AFK,21169/429,117,116,0,1,0.009,"The plane's crew reported technical difficulties (engine failure) 10 minutes after taking off from Port Sudan Airport. The plane crashed into a hillside, 3 miles from the airport as the crew tried to return and make emergency landing. A three-year-old boy was the only survivor.",High Fatality
